Date,Time,Off.Wrist.Status,Activity,White.Light,Red.Light,Green.Light,Blue.Light,Sleep.Wake,Interval.Status
4/13/2021,6:10:00 PM,0,269.7,0,35.94,45.1,36.16,0.6,NA
4/13/2021,6:20:00 PM,0,209.3,0,43.1,157.4,67.8,0.4,NA
4/13/2021,6:30:00 PM,0,341.9,0,113.68,158.2,182.28,0.9,NA
4/13/2021,6:40:00 PM,0,335.8,0,16.42,22.1,33.76,1,NA
4/13/2021,6:50:00 PM,0,445.8,0,63.85,226,60.9,1,NA
4/13/2021,7:00:00 PM,0,360.1,0,20.46,36.882,15.48,1,NA
4/13/2021,7:10:00 PM,0,349.7,0,53.15,70.8,40.5,1,NA
4/13/2021,7:20:00 PM,0,393.6,0,43.6,79.7,37.64,1,NA
4/13/2021,7:30:00 PM,0,515.5,0,113.38,1718.1,92.5,1,NA
4/13/2021,7:40:00 PM,0,464.9,0,47.69,212.74,43.1,1,NA
4/13/2021,7:50:00 PM,0,545.7,0,15.15,17.4,32.66,1,NA
4/13/2021,8:00:00 PM,0,391.7,0.98,24.32,31,78.8,1,NA
4/13/2021,8:10:00 PM,0,511.8,0,14.101,20.459,10.61,1,NA
4/13/2021,8:20:00 PM,0,368.9,0,66.08,108.3,57.76,1,NA
4/13/2021,8:30:00 PM,0,282.7,1.06,2.371,4.96,2.71,0.6,NA
4/13/2021,8:40:00 PM,0,237.1,2.92,1.72,5.51,1.07,0.7,NA
4/13/2021,8:50:00 PM,0,394.2,0.29,5.36,4.079,3.656,1,NA
4/13/2021,9:00:00 PM,0,127.3,7.33,39.3,8.55,4.72,0.2,NA
4/13/2021,9:10:00 PM,0,181.6,3.94,20.571,4.483,2.9341,0.5,NA
4/13/2021,9:20:00 PM,0,260.4,2.62,14.75,3.125,1.523,0.7,NA
4/13/2021,9:30:00 PM,0,314.6,9.79,13.6,18.31,8.48,0.8,NA
4/13/2021,9:40:00 PM,0,36.9,1.75,10.471,2.02,0.92,0,NA
4/13/2021,9:50:00 PM,0,30.5,0,0,0,0,0,NA
4/13/2021,10:00:00 PM,0,47.6,0,0,0,0,0,NA
4/13/2021,10:10:00 PM,0,59.8,0,0,0,0,0.1,NA
4/13/2021,10:20:00 PM,0,52.7,0,0,0,0,0.1,NA
4/13/2021,10:30:00 PM,0,0,0,0,0,0,0,NA
4/13/2021,10:40:00 PM,0,0,0,0,0,0,0,NA
4/13/2021,10:50:00 PM,0,0,0,0,0,0,0,NA
4/13/2021,11:00:00 PM,0,0,0,0,0,0,0,NA
4/13/2021,11:10:00 PM,0,0,0,0,0,0,0,NA
4/13/2021,11:20:00 PM,0,0.5,0,0,0,0,0,NA
4/13/2021,11:30:00 PM,0,0,0,0,0,0,0,NA
4/13/2021,11:40:00 PM,0,18.7,0,0,0,0,0,NA
4/13/2021,11:50:00 PM,0,5.6,0,0,0,0,0,NA
4/13/2021,12:00:00 AM,0,0,0,0,0,0,0,NA
4/14/2021,12:10:00 AM,0,0,0,0,0,0,0,NA
4/14/2021,12:20:00 AM,0,40.4,0,0,0,0,0.1,NA
4/14/2021,12:30:00 AM,0,0.3,0,0,0,0,0,NA
4/14/2021,12:40:00 AM,0,48.7,0,0,0,0,0.1,NA
4/14/2021,12:50:00 AM,0,37.8,0,0,0,0,0.1,NA
4/14/2021,1:00:00 AM,0,0,0,0,0,0,0,NA
4/14/2021,1:10:00 AM,0,0.2,0,0,0,0,0,NA
4/14/2021,1:20:00 AM,0,0,0,0,0,0,0,NA
4/14/2021,1:30:00 AM,0,0,0,0,0,0,0,NA
4/14/2021,1:40:00 AM,0,11.1,0,0,0,0,0,NA
4/14/2021,1:50:00 AM,0,0,0,0,0,0,0,NA
4/14/2021,2:00:00 AM,0,0.3,0,0,0,0,0,NA
4/14/2021,2:10:00 AM,0,24.6,0,0,0,0,0,NA
4/14/2021,2:20:00 AM,0,0,0,0,0,0,0,NA
4/14/2021,2:30:00 AM,0,9.1,0,0,0,0,0,NA
4/14/2021,2:40:00 AM,0,0,0,0,0,0,0,NA
4/14/2021,2:50:00 AM,0,2.9,0,0,0,0,0,NA
4/14/2021,3:00:00 AM,0,0,0,0,0,0,0,NA
4/14/2021,3:10:00 AM,0,0,0,0,0,0,0,NA
4/14/2021,3:20:00 AM,0,0,0,0,0,0,0,NA
4/14/2021,3:30:00 AM,0,21.2,0,0,0,0,0,NA
4/14/2021,3:40:00 AM,0,0,0,0,0,0,0,NA
4/14/2021,3:50:00 AM,0,7.8,0,0,0,0,0,NA
4/14/2021,4:00:00 AM,0,7.6,0,0,0,0,0,NA
4/14/2021,4:10:00 AM,0,24.1,0,0,0,0,0,NA
4/14/2021,4:20:00 AM,0,0,0,0,0,0,0,NA
4/14/2021,4:30:00 AM,0,0,0,0,0,0,0,NA
4/14/2021,4:40:00 AM,0,10.3,0,0,0,0,0,NA
4/14/2021,4:50:00 AM,0,0,0,0,0,0,0,NA
4/14/2021,5:00:00 AM,0,0,0,0,0,0,0,NA
4/14/2021,5:10:00 AM,0,11.5,0,0,0,0,0,NA
4/14/2021,5:20:00 AM,0,63.9,0,0,0,0,0.2,NA
4/14/2021,5:30:00 AM,0,53.8,0,0,0,0,0.1,NA
4/14/2021,5:40:00 AM,0,8.8,0,0,0,0,0,NA
4/14/2021,5:50:00 AM,0,5.2,0,0,0,0,0,NA
4/14/2021,6:00:00 AM,0,6.7,0,0,0,0,0,NA
4/14/2021,6:10:00 AM,0,4.6,0,0,0,0,0,NA
4/14/2021,6:20:00 AM,0,6.9,0,0,0,0,0,NA
4/14/2021,6:30:00 AM,0,1.9,0,0,0,0,0,NA
4/14/2021,6:40:00 AM,0,2.5,0,0,0,0,0,NA
4/14/2021,6:50:00 AM,0,0.6,0,0,0,0,0,NA
4/14/2021,7:00:00 AM,0,0,0,0,0,0,0,NA
4/14/2021,7:10:00 AM,0,0,0,0,0,0,0,NA
4/14/2021,7:20:00 AM,0,23.4,0.09,0.222,0.14,0.0676,0,NA
4/14/2021,7:30:00 AM,0,0,0.52,1.554,2.304,0.3912,0,NA
4/14/2021,7:40:00 AM,0,31.8,0,0.14,0.029,0,0,NA
4/14/2021,7:50:00 AM,0,6.3,0,0,0,0,0,NA
4/14/2021,8:00:00 AM,0,0,0,0,0,0,0,NA
4/14/2021,8:10:00 AM,0,0,0,0,0,0,0,NA
4/14/2021,8:20:00 AM,0,14.3,0.03,0.213,0.018,0.0093,0,NA
4/14/2021,8:30:00 AM,0,21.8,40.2,59.42,57.687,35.3279,0,NA
4/14/2021,8:40:00 AM,0,34.4,1.45,4.46,4.659,1.1293,0.1,NA
4/14/2021,8:50:00 AM,0,10.3,5.74,5.534,7.68,1.286,0,NA
4/14/2021,9:00:00 AM,0,54.1,35.31,52.751,41.159,24.4793,0,NA
4/14/2021,9:10:00 AM,0,52.4,216.19,311.3,250.4,155.1,0,NA
4/14/2021,9:20:00 AM,0,38.1,301.63,432.8,356.1,217.9,0,NA
4/14/2021,9:30:00 AM,0,375.5,404.69,763.7,544.3,319.9,0.9,NA
4/14/2021,9:40:00 AM,0,377.7,134.7,205.9,165.9,108.8,1,NA
4/14/2021,9:50:00 AM,0,149.4,660.04,976.5,693.6,513,0.5,NA
4/14/2021,10:00:00 AM,0,58.9,1040.85,1870,1092,768,0,NA
4/14/2021,10:10:00 AM,0,153.6,905.51,1573,1111,702,0.3,NA
4/14/2021,10:20:00 AM,0,187.4,1140.94,3348,1412,938.5,0.8,NA
4/14/2021,10:30:00 AM,0,192.8,69.82,109.6,87.6,59,0.5,NA
4/14/2021,10:40:00 AM,0,204.4,3202.63,3962.1,4958.9,2643.4,0.5,NA
4/14/2021,10:50:00 AM,0,104.4,836.01,1124,1546,668,0,NA
4/14/2021,11:00:00 AM,0,186.1,5803.81,12973,8544,4909,0.3,NA
4/14/2021,11:10:00 AM,0,93.8,1135.17,1892,1646,1103,0.1,NA
4/14/2021,11:20:00 AM,0,64.2,923.9,1486,1280,872,0,NA
4/14/2021,11:30:00 AM,0,60.4,683.21,930,1281,603,0,NA
4/14/2021,11:40:00 AM,0,103.9,557.7,752,874,512,0.1,NA
4/14/2021,11:50:00 AM,0,115.3,223.58,319,331,197,0.2,NA
4/14/2021,12:00:00 PM,0,252.3,149.53,65.7,53.4,36.6,0.8,NA
4/14/2021,12:10:00 PM,0,356.7,111.9,128,110,70.9,0.8,NA
4/14/2021,12:20:00 PM,0,146.9,140.04,181.3,227.9,130.6,0.3,NA
4/14/2021,12:30:00 PM,0,110.7,189.97,251,339,197,0.1,NA
4/14/2021,12:40:00 PM,0,37,233.61,278,456,245.6,0,NA
4/14/2021,12:50:00 PM,0,288.8,111.77,156.5,190.5,100.6,0.6,NA
4/14/2021,1:00:00 PM,0,53.9,106.19,151.2,132,85.8,0,NA
4/14/2021,1:10:00 PM,0,30.3,103.81,151,126,84.6,0,NA
4/14/2021,1:20:00 PM,0,51.4,103,147,125.8,83,0,NA
4/14/2021,1:30:00 PM,0,65.2,102.96,147,129,83.2,0,NA
4/14/2021,1:40:00 PM,0,35.1,126.71,187,159,107.1,0,NA
4/14/2021,1:50:00 PM,0,146.4,59.65,89.1,71.8,47.6,0.3,NA
4/14/2021,2:00:00 PM,0,469.7,93.73,139.7,123.8,78.7,1,NA
4/14/2021,2:10:00 PM,0,312.2,22.93,38.54,30.26,20.088,0.7,NA
4/14/2021,2:20:00 PM,0,35.9,14.9,24.6,17.49,12.02,0,NA
4/14/2021,2:30:00 PM,0,575.5,845.58,1729.23,1298.96,864.33,0.8,NA
4/14/2021,2:40:00 PM,0,629.8,1202.96,2490,1945,1284,1,NA
4/14/2021,2:50:00 PM,0,656.2,2479.68,4720,3980,2530,1,NA
4/14/2021,3:00:00 PM,0,545.4,351.92,778.9,537.6,372.4,1,NA
4/14/2021,3:10:00 PM,0,632.9,66.86,58.6,55.81,31.57,1,NA
4/14/2021,3:20:00 PM,0,198.7,32.88,47.6,55.25,30.02,0.3,NA
4/14/2021,3:30:00 PM,0,173.6,0.77,3.16,0.939,0.596,0.4,NA
4/14/2021,3:40:00 PM,0,250.5,28.74,36.32,31.343,19.8746,0.8,NA
4/14/2021,3:50:00 PM,0,654.5,42.03,69.9,44.94,32.72,1,NA
4/14/2021,4:00:00 PM,0,851.1,35.23,52.3,46.35,29.09,1,NA
4/14/2021,4:10:00 PM,0,327.9,45.1,71.1,50.2,35.1,0.7,NA
4/14/2021,4:20:00 PM,0,379.9,259.34,331.8,469.5,269.3,1,NA
4/14/2021,4:30:00 PM,0,196.6,413.69,471,807,385,0.8,NA
4/14/2021,4:40:00 PM,0,192,289.75,348,538,276.7,0.4,NA
4/14/2021,4:50:00 PM,0,386.9,138.47,197.8,264.2,129.5,0.8,NA
4/14/2021,5:00:00 PM,0,200.6,0,74.2,95.9,52.5,0.5,NA
4/14/2021,5:10:00 PM,0,376.5,0,78.8,106.2,57.6,0.9,NA
4/14/2021,5:20:00 PM,0,392.3,0,83.1,112.8,62.4,1,NA
4/14/2021,5:30:00 PM,0,417.4,0,79,106.1,59,1,NA
4/14/2021,5:40:00 PM,0,410,0,70,108.3,54.2,1,NA
4/14/2021,5:50:00 PM,0,435.4,0,62.2,94.2,48.8,1,NA
4/14/2021,6:00:00 PM,0,404.5,0,47.5,80.4,37.7,1,NA
4/14/2021,6:10:00 PM,0,413.8,0,73.4,109.8,56.3,1,NA
4/14/2021,6:20:00 PM,0,334.7,0,61,89.6,46.2,1,NA
4/14/2021,6:30:00 PM,0,406.3,0,66.2,104.5,52.1,1,NA
4/14/2021,6:40:00 PM,0,284.3,0,50.9,78.6,40.8,0.9,NA
4/14/2021,6:50:00 PM,0,215.9,0,64.2,90.6,48.7,0.7,NA
4/14/2021,7:00:00 PM,0,135.2,0,26.9,29.5,23.3,0.3,NA
4/14/2021,7:10:00 PM,0,362,0,50.82,70.3,41.1,0.8,NA
4/14/2021,7:20:00 PM,0,386.9,0,79.3,113.3,60.9,1,NA
4/14/2021,7:30:00 PM,0,401.1,0,69.6,103.7,53.7,1,NA
4/14/2021,7:40:00 PM,0,331,0,48.8,74.2,40.3,1,NA
4/14/2021,7:50:00 PM,0,370.9,0,69.3,102.1,52.9,1,NA
4/14/2021,8:00:00 PM,0,345.6,0,72.3,109.8,55.9,1,NA
4/14/2021,8:10:00 PM,0,402.7,0,62.8,101.2,48.3,1,NA
4/14/2021,8:20:00 PM,0,442,0,56.6,91.5,43.6,1,NA
4/14/2021,8:30:00 PM,0,434.7,0,60,95.9,47.5,1,NA
4/14/2021,8:40:00 PM,0,442.3,0,82.6,121.3,62.6,1,NA
4/14/2021,8:50:00 PM,0,525.3,0,64,94.2,49.8,1,NA
4/14/2021,9:00:00 PM,0,374.4,0.98,6.34,17.8,5.35,0.9,NA
4/14/2021,9:10:00 PM,0,203.9,0.12,0.11,1.012,0.079,0.7,NA
4/14/2021,9:20:00 PM,0,340.4,0.5,2.87,1.652,40.399,0.8,NA
4/14/2021,9:30:00 PM,0,68,1.11,5.77,1.231,0.87,0,NA
4/14/2021,9:40:00 PM,0,71,0.78,4.461,0.944,0.4804,0.1,NA
4/14/2021,9:50:00 PM,0,120.4,4.07,21.39,4.576,3.503,0.2,NA
4/14/2021,10:00:00 PM,0,173.2,3.41,18.12,3.93,2.462,0.2,NA
4/14/2021,10:10:00 PM,0,478.3,4.21,19.69,51.63,85.56,0.9,NA
4/14/2021,10:20:00 PM,0,66.4,0.9,5.4,1.11,0.45,0,NA
4/14/2021,10:30:00 PM,0,34.4,0,0,0,0,0,NA
4/14/2021,10:40:00 PM,0,22.9,0,0,0,0,0,NA
4/14/2021,10:50:00 PM,0,13.1,0,0,0,0,0,NA
4/14/2021,11:00:00 PM,0,114.7,0,0,0,0,0.2,NA
4/14/2021,11:10:00 PM,0,6.9,0,0,0,0,0,NA
4/14/2021,11:20:00 PM,0,7.3,0,0,0,0,0,NA
4/14/2021,11:30:00 PM,0,0,0,0,0,0,0,NA
4/14/2021,11:40:00 PM,0,0,0,0,0,0,0,NA
4/14/2021,11:50:00 PM,0,0,0,0,0,0,0,NA
4/14/2021,12:00:00 AM,0,0,0,0,0,0,0,NA
4/15/2021,12:10:00 AM,0,0,0,0,0,0,0,NA
4/15/2021,12:20:00 AM,0,4.8,0,0,0,0,0,NA
4/15/2021,12:30:00 AM,0,0.5,0,0,0,0,0,NA
4/15/2021,12:40:00 AM,0,2.9,0,0,0,0,0,NA
4/15/2021,12:50:00 AM,0,12.1,0,0,0,0,0,NA
4/15/2021,1:00:00 AM,0,7,0,0,0,0,0,NA
4/15/2021,1:10:00 AM,0,4.4,0,0,0,0,0,NA
4/15/2021,1:20:00 AM,0,4.6,0,0,0,0,0,NA
4/15/2021,1:30:00 AM,0,0,0,0,0,0,0,NA
4/15/2021,1:40:00 AM,0,0,0,0,0,0,0,NA
4/15/2021,1:50:00 AM,0,0,0,0,0,0,0,NA
4/15/2021,2:00:00 AM,0,0,0,0,0,0,0,NA
4/15/2021,2:10:00 AM,0,7.9,0,0,0,0,0,NA
4/15/2021,2:20:00 AM,0,0,0,0,0,0,0,NA
4/15/2021,2:30:00 AM,0,0,0,0,0,0,0,NA
4/15/2021,2:40:00 AM,0,38.4,0,0,0,0,0.1,NA
4/15/2021,2:50:00 AM,0,7.1,0,0,0,0,0,NA
4/15/2021,3:00:00 AM,0,0,0,0,0,0,0,NA
4/15/2021,3:10:00 AM,0,1.9,0,0,0,0,0,NA
4/15/2021,3:20:00 AM,0,8.9,0,0,0,0,0,NA
4/15/2021,3:30:00 AM,0,0,0,0,0,0,0,NA
4/15/2021,3:40:00 AM,0,10.1,0,0,0,0,0,NA
4/15/2021,3:50:00 AM,0,0,0,0,0,0,0,NA
4/15/2021,4:00:00 AM,0,17.1,0,0,0,0,0,NA
4/15/2021,4:10:00 AM,0,0,0,0,0,0,0,NA
4/15/2021,4:20:00 AM,0,0,0,0,0,0,0,NA
4/15/2021,4:30:00 AM,0,4.2,0,0,0,0,0,NA
4/15/2021,4:40:00 AM,0,0.5,0,0,0,0,0,NA
4/15/2021,4:50:00 AM,0,31.8,0,0,0,0,0.1,NA
4/15/2021,5:00:00 AM,0,0,0,0,0,0,0,NA
4/15/2021,5:10:00 AM,0,0,0,0,0,0,0,NA
4/15/2021,5:20:00 AM,0,15.4,0,0,0,0,0,NA
4/15/2021,5:30:00 AM,0,0,0,0,0,0,0,NA
4/15/2021,5:40:00 AM,0,73,0,0,0,0,0.2,NA
4/15/2021,5:50:00 AM,0,27.2,0,0,0,0,0,NA
4/15/2021,6:00:00 AM,0,31.7,0,0,0,0,0,NA
4/15/2021,6:10:00 AM,0,5.2,0,0,0,0,0,NA
4/15/2021,6:20:00 AM,0,0,0,0,0,0,0,NA
4/15/2021,6:30:00 AM,0,0,0,0,0,0,0,NA
4/15/2021,6:40:00 AM,0,0,0,0,0,0,0,NA
4/15/2021,6:50:00 AM,0,17.6,0,0,0,0,0,NA
4/15/2021,7:00:00 AM,0,4.4,0.02,0.639,0.054,0.0062,0,NA
4/15/2021,7:10:00 AM,0,0,0.1,0.71,0.06,0.031,0,NA
4/15/2021,7:20:00 AM,0,0,0.1,0.71,0.06,0.031,0,NA
4/15/2021,7:30:00 AM,0,0,0.13,0.986,0.135,0.0526,0,NA
4/15/2021,7:40:00 AM,0,20.2,0.7,4.681,0.804,0.2933,0,NA
4/15/2021,7:50:00 AM,0,5.8,1.22,8.39,1.47,0.526,0,NA
4/15/2021,8:00:00 AM,0,5.2,1.39,9.1,1.65,0.669,0,NA
4/15/2021,8:10:00 AM,0,29.6,3.05,18.2,3.838,1.589,0,NA
4/15/2021,8:20:00 AM,0,62.9,92.71,112.37,157.837,75.146,0,NA
4/15/2021,8:30:00 AM,0,43.3,638.73,931,919,565,0,NA
4/15/2021,8:40:00 AM,0,19.1,659.54,862,1068,557,0,NA
4/15/2021,8:50:00 AM,0,87,351.93,322.28,579.27,238.799,0.3,NA
4/15/2021,9:00:00 AM,0,52.3,1001.33,1563,1134,829,0,NA
4/15/2021,9:10:00 AM,0,418.7,222.39,395.6,273.6,181.8,0.7,NA
4/15/2021,9:20:00 AM,0,433.7,795.4,1534,1121.8,762.8,0.8,NA
4/15/2021,9:30:00 AM,0,801.2,1314.15,2550,2063,1326,1,NA
4/15/2021,9:40:00 AM,0,577.7,863.45,1770,1326,884,1,NA
4/15/2021,9:50:00 AM,0,379.4,258.86,610.5,362.8,260.5,1,NA
4/15/2021,10:00:00 AM,0,280.2,68.2,124.8,90.69,59.53,0.7,NA
4/15/2021,10:10:00 AM,0,529.7,165.72,267.8,200.5,131.7,0.7,NA
4/15/2021,10:20:00 AM,0,120.4,50.06,96.6,61,43.1,0.2,NA
4/15/2021,10:30:00 AM,0,49.6,31.61,64.9,38.6,28.3,0,NA
4/15/2021,10:40:00 AM,0,185.7,76.19,140.8,97.1,67.9,0.5,NA
4/15/2021,10:50:00 AM,0,87.2,260.78,419,344.3,221.7,0,NA
4/15/2021,11:00:00 AM,0,86.4,80.34,145.3,104.7,71.6,0.1,NA
4/15/2021,11:10:00 AM,0,461,22.02,25,17.9,32,1,NA
4/15/2021,11:20:00 AM,0,181.6,64.6,113.2,83,55.3,0.3,NA
4/15/2021,11:30:00 AM,0,81.3,90.45,152.5,114.7,77.5,0,NA
4/15/2021,11:40:00 AM,0,52.6,118.47,198.4,145.1,101.1,0,NA
4/15/2021,11:50:00 AM,0,79.9,88.07,154.2,115.1,80.1,0,NA
4/15/2021,12:00:00 PM,0,65.6,60.23,102.1,87.8,57.9,0,NA
4/15/2021,12:10:00 PM,0,53.3,81.76,149.5,104.7,75,0,NA
4/15/2021,12:20:00 PM,0,65.6,41.5,76.6,55.3,38.9,0,NA
4/15/2021,12:30:00 PM,0,399.4,37,66.64,49.07,34.31,0.9,NA
4/15/2021,12:40:00 PM,0,82.9,44.53,81.3,62.5,43,0,NA
4/15/2021,12:50:00 PM,0,97.1,32.9,60.8,44.6,31.4,0.1,NA
4/15/2021,1:00:00 PM,0,297.8,22.23,43.1,29.64,21.16,0.4,NA
4/15/2021,1:10:00 PM,0,139.7,10.23,22.77,12.22,9.57,0.1,NA
4/15/2021,1:20:00 PM,0,89.6,18.45,39.4,23.2,17.5,0,NA
4/15/2021,1:30:00 PM,0,104.5,14.59,32.4,17.82,13.92,0.2,NA
4/15/2021,1:40:00 PM,0,382.5,27.8,47.5,41.55,26.64,0.9,NA
4/15/2021,1:50:00 PM,0,591.3,95.96,167,140.7,91.9,1,NA
4/15/2021,2:00:00 PM,0,92.4,95.8,169.1,153.5,91,0.2,NA
4/15/2021,2:10:00 PM,0,83.7,224.62,355,374,215,0.1,NA
4/15/2021,2:20:00 PM,0,81.2,159.93,274,244,158.4,0,NA
4/15/2021,2:30:00 PM,0,86.3,179.07,305,277,179,0.1,NA
4/15/2021,2:40:00 PM,0,188.4,169.48,300,266.3,180.7,0.6,NA
4/15/2021,2:50:00 PM,0,227.1,166.23,244.3,301,175.86,0.6,NA
4/15/2021,3:00:00 PM,0,98.8,201.01,278,383,210,0.2,NA
4/15/2021,3:10:00 PM,0,23,102.91,192,154,103.7,0,NA
4/15/2021,3:20:00 PM,0,385.4,335.16,611.6,446.2,305.4,0.9,NA
4/15/2021,3:30:00 PM,0,150.9,96.6,175,136.4,94.7,0.2,NA
4/15/2021,3:40:00 PM,0,98,93.31,187,124.3,91.5,0,NA
4/15/2021,3:50:00 PM,0,162.4,88.34,160,106.6,78.1,0.4,NA
4/15/2021,4:00:00 PM,0,106.6,63.2,138,84.2,64.7,0,NA
4/15/2021,4:10:00 PM,0,275,386.81,706.7,549,372.3,0.7,NA
4/15/2021,4:20:00 PM,0,233.3,1140.87,1586.2,1498,976.4,0.6,NA
4/15/2021,4:30:00 PM,0,285.6,254.57,399.9,368.2,239.98,0.8,NA
4/15/2021,4:40:00 PM,0,263.1,105.34,185.52,139.77,96.91,0.9,NA
4/15/2021,4:50:00 PM,0,267.4,13.8,25.21,18.34,12.799,0.8,NA
4/15/2021,5:00:00 PM,0,84.8,4.74,10.8,4.69,4.06,0,NA
4/15/2021,5:10:00 PM,0,126.3,10.18,24.96,14.202,11.139,0.4,NA
4/15/2021,5:20:00 PM,0,63.3,26.92,71.9,35.8,29.01,0.1,NA
4/15/2021,5:30:00 PM,0,73.3,34.34,82.3,47.2,36.5,0,NA
4/15/2021,5:40:00 PM,0,145.6,21.02,43.53,28.98,21.41,0.3,NA
4/15/2021,5:50:00 PM,0,197.3,20.88,43.1,28.83,20.86,0.4,NA
4/15/2021,6:00:00 PM,0,320.9,9.91,5.78,9.07,3.699,0.8,NA
4/15/2021,6:10:00 PM,0,296.8,9.07,4.65,9.11,3.32,0.8,NA
4/15/2021,6:20:00 PM,0,154.4,102.51,43.18,30.22,20.41,0.3,NA
4/15/2021,6:30:00 PM,0,74.3,50.33,172.9,219.3,102.1,0.1,NA
4/15/2021,6:40:00 PM,0,67.9,8.08,23.2,40,13.99,0,NA
4/15/2021,6:50:00 PM,0,70.3,70.73,17.4,18.69,9.47,0,NA
4/15/2021,7:00:00 PM,0,80.1,51.32,20.07,20.83,9.87,0.1,NA
4/15/2021,7:10:00 PM,0,239.9,19.42,36,32.8,20.79,0.7,NA
4/15/2021,7:20:00 PM,0,122.5,12.81,37.2,25.5,15.44,0.3,NA
4/15/2021,7:30:00 PM,0,104.6,8.83,26.01,11.81,9.39,0.1,NA
4/15/2021,7:40:00 PM,0,230.4,6.26,27.2,7.6,6.35,0.5,NA
4/15/2021,7:50:00 PM,0,144.6,3.52,19.22,4.19,2.272,0.5,NA
4/15/2021,8:00:00 PM,0,273.8,10.46,33.5,10.2,7.77,0.6,NA
4/15/2021,8:10:00 PM,0,199.5,2.38,6.845,2.964,1.9836,0.5,NA
4/15/2021,8:20:00 PM,0,69.6,0.11,0.222,0.14,0.0769,0,NA
4/15/2021,8:30:00 PM,0,318.7,57.36,4.54,7.83,3.47,0.8,NA
4/15/2021,8:40:00 PM,0,279.5,1.84,8.241,10.289,4.6793,0.9,NA
4/15/2021,8:50:00 PM,0,200.2,1,1.873,1.042,20.6393,0.4,NA
4/15/2021,9:00:00 PM,0,103,0,0.446,0.047,0,0.3,NA
4/15/2021,9:10:00 PM,0,79.8,0,0.507,0.059,0,0.1,NA
4/15/2021,9:20:00 PM,0,113.7,1.33,7.402,7.34,7.378,0.2,NA
4/15/2021,9:30:00 PM,0,44.3,1.44,1.691,1.415,0.455,0,NA
4/15/2021,9:40:00 PM,0,101.2,0.02,0.353,0.035,0.0093,0.2,NA
4/15/2021,9:50:00 PM,0,252.1,0.98,0.584,0.1,0.12,0.4,NA
4/15/2021,10:00:00 PM,0,224.1,2.18,1.922,1.5,0.817,0.6,NA
4/15/2021,10:10:00 PM,0,99.3,3.55,2.781,2.095,1.165,0.1,NA
4/15/2021,10:20:00 PM,0,225.4,1.86,2.498,1.154,1.1689,0.7,NA
4/15/2021,10:30:00 PM,0,15.4,6.52,8.32,3.652,2.837,0,NA
4/15/2021,10:40:00 PM,0,194.3,1.16,1.077,0.392,0.2552,0.2,NA
4/15/2021,10:50:00 PM,0,339.7,2.36,7.041,2.868,1.989,0.8,NA
4/15/2021,11:00:00 PM,0,1324.2,0.59,0.97,2.142,0.479,1,NA
4/15/2021,11:10:00 PM,0,687.6,21.78,9.731,14.969,7.422,1,NA
