Date,Time,Off.Wrist.Status,Activity,White.Light,Red.Light,Green.Light,Blue.Light,Sleep.Wake,Interval.Status
4/15/2021,11:20:00 PM,0,539.4,0.17,0.97,2.912,20.509,0.9,NA
4/15/2021,11:30:00 PM,0,124.2,0.07,0.694,1.971,0.0583,0.2,NA
4/15/2021,11:40:00 PM,0,105.4,0.05,0.06,0.082,0.049,0.3,NA
4/15/2021,11:50:00 PM,0,627,1.23,4.882,3.87,6.58,1,NA
4/15/2021,12:00:00 AM,0,149.6,0,30.781,89.8,119.2,0.3,NA
4/16/2021,12:10:00 AM,0,91.7,0,0,0,0,0,NA
4/16/2021,12:20:00 AM,0,48.2,0,0,0,0,0,NA
4/16/2021,12:30:00 AM,0,117.6,0,0,0,0,0.2,NA
4/16/2021,12:40:00 AM,0,132,0,0,0,0,0.3,NA
4/16/2021,12:50:00 AM,0,115.5,0,0,0,0,0.2,NA
4/16/2021,1:00:00 AM,0,165.6,0.73,3.19,0.77,0.697,0.4,NA
4/16/2021,1:10:00 AM,0,112.6,0.82,4.04,0.95,0.8,0.2,NA
4/16/2021,1:20:00 AM,0,103.8,0,0,0,0,0.1,NA
4/16/2021,1:30:00 AM,0,85.6,0,0,0,0,0.2,NA
4/16/2021,1:40:00 AM,0,107.4,0,0,0,0,0.1,NA
4/16/2021,1:50:00 AM,0,35.7,0,0,0,0,0,NA
4/16/2021,2:00:00 AM,0,0,0,0,0,0,0,NA
4/16/2021,2:10:00 AM,0,0,0,0,0,0,0,NA
4/16/2021,2:20:00 AM,0,0,0,0,0,0,0,NA
4/16/2021,2:30:00 AM,0,0,0,0,0,0,0,NA
4/16/2021,2:40:00 AM,0,0,0,0,0,0,0,NA
4/16/2021,2:50:00 AM,0,2,0,0,0,0,0,NA
4/16/2021,3:00:00 AM,0,0,0,0,0,0,0,NA
4/16/2021,3:10:00 AM,0,3.3,0,0,0,0,0,NA
4/16/2021,3:20:00 AM,0,10,0,0,0,0,0,NA
4/16/2021,3:30:00 AM,0,3,0,0,0,0,0,NA
4/16/2021,3:40:00 AM,0,0.4,0,0,0,0,0,NA
4/16/2021,3:50:00 AM,0,16.7,0,0,0,0,0,NA
4/16/2021,4:00:00 AM,0,0,0,0,0,0,0,NA
4/16/2021,4:10:00 AM,0,0,0,0,0,0,0,NA
4/16/2021,4:20:00 AM,0,0,0,0,0,0,0,NA
4/16/2021,4:30:00 AM,0,0,0,0,0,0,0,NA
4/16/2021,4:40:00 AM,0,4.2,0,0,0,0,0,NA
4/16/2021,4:50:00 AM,0,0,0,0,0,0,0,NA
4/16/2021,5:00:00 AM,0,4.2,0,0,0,0,0,NA
4/16/2021,5:10:00 AM,0,7.8,0,0,0,0,0,NA
4/16/2021,5:20:00 AM,0,0,0,0,0,0,0,NA
4/16/2021,5:30:00 AM,0,0,0,0,0,0,0,NA
4/16/2021,5:40:00 AM,0,6,0,0,0,0,0,NA
4/16/2021,5:50:00 AM,0,62.3,0,0,0,0,0.1,NA
4/16/2021,6:00:00 AM,0,0,0,0,0,0,0,NA
4/16/2021,6:10:00 AM,0,28.6,0,0,0,0,0,NA
4/16/2021,6:20:00 AM,0,21.5,0,0,0,0,0,NA
4/16/2021,6:30:00 AM,0,14.1,0.08,0.466,0.128,0.0372,0,NA
4/16/2021,6:40:00 AM,0,0.3,0,0,0,0,0,NA
4/16/2021,6:50:00 AM,0,96.9,4.16,6.721,5.39,3.82,0.2,NA
4/16/2021,7:00:00 AM,0,0,0,0,0,0,0,NA
4/16/2021,7:10:00 AM,0,14.9,5.15,7.8,7.2,4.81,0,NA
4/16/2021,7:20:00 AM,0,38.3,8.34,10.04,13,6.6,0.1,NA
4/16/2021,7:30:00 AM,0,7.3,8.75,11.57,10.45,6.45,0,NA
4/16/2021,7:40:00 AM,0,21.7,27.3,37.1,26.7,18.76,0,NA
4/16/2021,7:50:00 AM,0,5,45.65,65,42.8,31.48,0,NA
4/16/2021,8:00:00 AM,0,1.5,25.27,27.4,17.3,13,0,NA
4/16/2021,8:10:00 AM,0,30.4,115.49,153.7,98.1,74.2,0,NA
4/16/2021,8:20:00 AM,0,17,135,233,132.3,104.1,0,NA
4/16/2021,8:30:00 AM,0,31,254.33,346,382,198,0,NA
4/16/2021,8:40:00 AM,0,57.2,251.8,288,418,182,0,NA
4/16/2021,8:50:00 AM,0,357.8,51.85,76.3,56.83,39.39,0.9,NA
4/16/2021,9:00:00 AM,0,373.2,277.73,504.5,350.4,242.31,1,NA
4/16/2021,9:10:00 AM,0,150.2,449.56,664,607,375,0.3,NA
4/16/2021,9:20:00 AM,0,68.4,388.75,621,504.9,334,0,NA
4/16/2021,9:30:00 AM,0,76.5,580.82,977,808,458,0,NA
4/16/2021,9:40:00 AM,0,77.8,1181.67,1902,1151,900,0,NA
4/16/2021,9:50:00 AM,0,48.2,491.88,789,672,410,0,NA
4/16/2021,10:00:00 AM,0,84.6,689.99,1173,892,571,0,NA
4/16/2021,10:10:00 AM,0,96.5,3095.4,5340,5612,2739,0,NA
4/16/2021,10:20:00 AM,0,95.8,905.28,1389,963,716,0.2,NA
4/16/2021,10:30:00 AM,0,141.5,1717.19,3658,2178,1229,0.2,NA
4/16/2021,10:40:00 AM,0,105.9,1014.19,2428,1206,943,0.2,NA
4/16/2021,10:50:00 AM,0,67.9,278.37,431,348,226,0,NA
4/16/2021,11:00:00 AM,0,281.1,1262.16,5253.6,1455.5,981.7,0.7,NA
4/16/2021,11:10:00 AM,0,247.7,1198.34,6408,1436,678,0.7,NA
4/16/2021,11:20:00 AM,0,155.4,718.05,1147,926,631,0.4,NA
4/16/2021,11:30:00 AM,0,74.8,532,851,746,487,0,NA
4/16/2021,11:40:00 AM,0,134.4,384.47,637,492,346,0.1,NA
4/16/2021,11:50:00 AM,0,271.2,231.02,330.9,361.4,207.3,0.7,NA
4/16/2021,12:00:00 PM,0,318.4,65.71,102,91.1,57.88,0.6,NA
4/16/2021,12:10:00 PM,0,414.1,118.42,200.4,168.6,108.8,1,NA
4/16/2021,12:20:00 PM,0,531.7,321.32,637.4,490.9,328.7,0.9,NA
4/16/2021,12:30:00 PM,0,559.6,2844.78,5380,4510,2871,1,NA
4/16/2021,12:40:00 PM,0,123.8,1959.41,3730,3170,1937,0.2,NA
4/16/2021,12:50:00 PM,0,556.9,817.03,1680,1309,860,1,NA
4/16/2021,1:00:00 PM,0,610.7,138.66,285,176,131.2,1,NA
4/16/2021,1:10:00 PM,0,538.7,86.57,147.4,110.1,73.7,1,NA
4/16/2021,1:20:00 PM,0,501.2,1007.34,5154.3,1324.5,604.8,1,NA
4/16/2021,1:30:00 PM,0,388.2,1619.2,3736,3845.6,1327.4,0.7,NA
4/16/2021,1:40:00 PM,0,16.1,274,164,116.1,107.8,0,NA
4/16/2021,1:50:00 PM,0,38.2,913.36,806.5,870.1,641.4,0,NA
4/16/2021,2:00:00 PM,0.4,58,244.91,129.6,120.9,97.7,-0.4,NA
4/16/2021,2:10:00 PM,1,-1,-1,-1,-1,-1,-1,NA
4/16/2021,2:20:00 PM,0.6,194.7,240.96,420.6,315.8,232.33,-0.4,NA
4/16/2021,2:30:00 PM,0,359.8,2354.41,11070,3360,1821,1,NA
4/16/2021,2:40:00 PM,0,465,1451.22,652,950,504.7,1,NA
4/16/2021,2:50:00 PM,0,519.7,3197.89,18375.8,3755.8,2284.4,1,NA
4/16/2021,3:00:00 PM,0,230.6,579.11,1067.1,698.4,525.7,0.4,NA
4/16/2021,3:10:00 PM,0,200.8,81.27,142.2,98.7,69.2,0.5,NA
4/16/2021,3:20:00 PM,0,326.9,1336.97,2319,1871.5,1213.9,0.9,NA
4/16/2021,3:30:00 PM,0,366.8,2254.48,4490,3420,2230,0.9,NA
4/16/2021,3:40:00 PM,0,415,1800.32,3712.3,2760,1774.4,0.8,NA
4/16/2021,3:50:00 PM,0,163.5,81.28,136.4,92.4,65.1,0.4,NA
4/16/2021,4:00:00 PM,0,140.9,44.42,80.2,52.9,36.7,0.3,NA
4/16/2021,4:10:00 PM,0,187.1,39.24,77.4,47.8,34,0.4,NA
4/16/2021,4:20:00 PM,0,175,66.66,125.9,82.7,58.8,0.6,NA
4/16/2021,4:30:00 PM,0,231.1,47.12,99.1,60.7,45.9,0.5,NA
4/16/2021,4:40:00 PM,0,275.9,65.2,118,77.7,55.3,0.4,NA
4/16/2021,4:50:00 PM,0,236.4,57.79,111.5,75.1,52.9,0.8,NA
4/16/2021,5:00:00 PM,0,304.6,43.46,92.3,53.8,40.1,0.7,NA
4/16/2021,5:10:00 PM,0,76.6,64.12,131.5,78.2,59.7,0.1,NA
4/16/2021,5:20:00 PM,0,170.1,642.68,1200.6,852.2,599.8,0.6,NA
4/16/2021,5:30:00 PM,0,44.8,51.27,80.241,86.441,51.2483,0.1,NA
4/16/2021,5:40:00 PM,0,250.2,118.94,143.1,270,122.5,0.6,NA
4/16/2021,5:50:00 PM,0,452.6,46.51,69.8,81.8,48.2,0.9,NA
4/16/2021,6:00:00 PM,0,447.5,27.25,31.3,31.6,20.11,1,NA
4/16/2021,6:10:00 PM,0,395.1,24.55,34,31.3,19.1,1,NA
4/16/2021,6:20:00 PM,0,513.7,25.32,42.7,58.2,26.4,1,NA
4/16/2021,6:30:00 PM,0,477.3,25.5,50.9,32.6,22.6,0.8,NA
4/16/2021,6:40:00 PM,0,137,16.76,35.51,19.02,14.013,0.4,NA
4/16/2021,6:50:00 PM,0,555.2,22.85,52.3,27.71,21.05,1,NA
4/16/2021,7:00:00 PM,0,638.2,25.06,53.5,33.1,23.9,1,NA
4/16/2021,7:10:00 PM,0,767.7,19.77,41.3,27.1,18.88,1,NA
4/16/2021,7:20:00 PM,0,530.5,372.87,444,811,391,0.9,NA
4/16/2021,7:30:00 PM,0,293.5,225.94,267,497,237,0.8,NA
4/16/2021,7:40:00 PM,0,276.5,182.43,232,398,195,0.7,NA
4/16/2021,7:50:00 PM,0,273.2,126.82,163.9,286.6,134.1,0.8,NA
4/16/2021,8:00:00 PM,0,176.9,13.21,19.471,27.329,13.7693,0.5,NA
4/16/2021,8:10:00 PM,0,388.8,1.85,6.34,4.364,4.148,0.9,NA
4/16/2021,8:20:00 PM,0,283.9,0.82,5.291,0.935,0.4343,0.9,NA
4/16/2021,8:30:00 PM,0,294.3,1.08,7.21,1.311,0.485,1,NA
4/16/2021,8:40:00 PM,0,306.2,1.11,7.46,1.345,0.503,0.9,NA
4/16/2021,8:50:00 PM,0,364.1,0.95,6.43,1.104,0.416,0.9,NA
4/16/2021,9:00:00 PM,0,246.9,1.56,9.06,1.817,1.039,0.7,NA
4/16/2021,9:10:00 PM,0,396.1,1.49,8.88,1.711,0.806,1,NA
4/16/2021,9:20:00 PM,0,587.7,1.2,7.55,1.404,0.631,1,NA
4/16/2021,9:30:00 PM,0,447,1.72,9.63,2.072,1.108,1,NA
4/16/2021,9:40:00 PM,0,888.6,2.33,13.91,2.755,1.29,1,NA
4/16/2021,9:50:00 PM,0,639.8,2.03,11.81,2.45,1.061,1,NA
4/16/2021,10:00:00 PM,0,509,5.81,8.24,5.1,3.164,1,NA
4/16/2021,10:10:00 PM,0,446.6,0,17.61,1.2,52.72,0.8,NA
4/16/2021,10:20:00 PM,0,388.8,0,14.4,24.38,10.79,0.8,NA
4/16/2021,10:30:00 PM,0,414.3,0,23.03,41,39.06,0.9,NA
4/16/2021,10:40:00 PM,0,430.2,0,20.901,17.8,18.34,0.9,NA
4/16/2021,10:50:00 PM,0,838.7,0.62,3.96,0.79,0.514,1,NA
4/16/2021,11:00:00 PM,0,467.2,0.05,2.822,0.082,1.749,1,NA
4/16/2021,11:10:00 PM,0,580.5,0.91,6.39,1.019,0.3991,1,NA
4/16/2021,11:20:00 PM,0,466.2,1.31,2.43,0.411,0.259,1,NA
4/16/2021,11:30:00 PM,0,659.6,4.58,2.79,3.9,2.2,1,NA
4/16/2021,11:40:00 PM,0,614.2,0,0.983,0.93,0,1,NA
4/16/2021,11:50:00 PM,0,640.2,0,0.48,0,0,1,NA
4/16/2021,12:00:00 AM,0,867.3,0,0.555,0.93,0,1,NA
4/17/2021,12:10:00 AM,0,373.2,10.75,6.292,9.85,5.26,1,NA
4/17/2021,12:20:00 AM,0,142.3,0,2.623,2.54,39.68,0.4,NA
4/17/2021,12:30:00 AM,0,375.2,0,1.002,0.082,0,1,NA
4/17/2021,12:40:00 AM,0,386.6,2.65,7.691,13.051,6.6663,1,NA
4/17/2021,12:50:00 AM,0,704.2,3.75,4.512,9.606,3.5731,1,NA
4/17/2021,1:00:00 AM,0,308.3,1.96,2.162,1.672,1.41,0.8,NA
4/17/2021,1:10:00 AM,0,553.9,4.9,2.123,5,2.13,1,NA
4/17/2021,1:20:00 AM,0,598.8,0.98,4.114,5.9,3.25,1,NA
4/17/2021,1:30:00 AM,0,216.1,0,1.573,1.57,1.19,0.6,NA
4/17/2021,1:40:00 AM,0,490.4,0,1.541,4.58,1.7,0.5,NA
4/17/2021,1:50:00 AM,0,636.4,1.06,1.501,0.241,0.354,1,NA
4/17/2021,2:00:00 AM,0,240.3,0,6,9.2,6.18,1,NA
4/17/2021,2:10:00 AM,0,274.9,0,0.233,0,0,0.7,NA
4/17/2021,2:20:00 AM,0,103.3,0,0,0,0,0.3,NA
4/17/2021,2:30:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,2:40:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,2:50:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,3:00:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,3:10:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,3:20:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,3:30:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,3:40:00 AM,0,1,0,0,0,0,0,NA
4/17/2021,3:50:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,4:00:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,4:10:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,4:20:00 AM,0,13.1,0,0,0,0,0,NA
4/17/2021,4:30:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,4:40:00 AM,0,2.5,0,0,0,0,0,NA
4/17/2021,4:50:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,5:00:00 AM,0,0.8,0,0,0,0,0,NA
4/17/2021,5:10:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,5:20:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,5:30:00 AM,0,3.8,0,0,0,0,0,NA
4/17/2021,5:40:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,5:50:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,6:00:00 AM,0,0,0.18,0.363,0.269,0.1321,0,NA
4/17/2021,6:10:00 AM,0,0,0.85,1.36,1.482,0.739,0,NA
4/17/2021,6:20:00 AM,0,1.4,2.02,3.13,3.56,2.14,0,NA
4/17/2021,6:30:00 AM,0,27.3,1.21,1.92,2.69,1.29,0,NA
4/17/2021,6:40:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,6:50:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,7:00:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,7:10:00 AM,0,11.7,3.7,6.64,4.97,3.48,0,NA
4/17/2021,7:20:00 AM,0,26.6,1.23,2.1,1.71,1.14,0,NA
4/17/2021,7:30:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,7:40:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,7:50:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,8:00:00 AM,0,0,0,0,0,0,0,NA
4/17/2021,8:10:00 AM,0,19.4,0,0,0,0,0,NA
4/17/2021,8:20:00 AM,0,98.5,6.26,9.836,13.246,5.5886,0.4,NA
4/17/2021,8:30:00 AM,0,1,0.1,0.71,0.06,0.031,0,NA
4/17/2021,8:40:00 AM,0,11.2,0.06,0.426,0.036,0.0186,0,NA
4/17/2021,8:50:00 AM,0,31.9,0.03,0.284,0.024,0.0093,0,NA
4/17/2021,9:00:00 AM,0,5,0.98,0.14,0,0.12,0,NA
4/17/2021,9:10:00 AM,0,165.7,19.54,41.69,31.12,18.94,0.3,NA
4/17/2021,9:20:00 AM,0,141.9,45.22,92.66,57.481,42.631,0.3,NA
4/17/2021,9:30:00 AM,0,417.8,44.26,94.91,61.515,38.531,0.8,NA
4/17/2021,9:40:00 AM,0,258.8,5.93,55.68,5.13,2.484,0.5,NA
4/17/2021,9:50:00 AM,0,315.1,15.53,144.6,13.61,6.5,0.8,NA
4/17/2021,10:00:00 AM,0,170.5,6.23,58.53,5.448,2.626,0.4,NA
4/17/2021,10:10:00 AM,0,81.2,8.48,80.2,7.31,3.56,0.1,NA
4/17/2021,10:20:00 AM,0,174.9,1.35,12.61,1.162,0.5694,0.6,NA
4/17/2021,10:30:00 AM,0,214.1,0.56,5.25,0.483,0.236,0.6,NA
4/17/2021,10:40:00 AM,0,66.5,0.32,3.031,0.269,0.1334,0,NA
4/17/2021,10:50:00 AM,0,191.1,0.27,2.6,0.228,0.1142,0.6,NA
4/17/2021,11:00:00 AM,0,151.5,0.31,1.811,0.281,0.2134,0.2,NA
4/17/2021,11:10:00 AM,0,141.6,0.45,4.14,0.382,0.188,0.3,NA
4/17/2021,11:20:00 AM,0,114.3,0.31,3.201,0.287,0.1404,0.3,NA
4/17/2021,11:30:00 AM,0,114.4,0.61,4.82,0.573,0.3132,0,NA
4/17/2021,11:40:00 AM,0,134.7,1.71,4.662,1.995,1.4666,0.2,NA
4/17/2021,11:50:00 AM,0,440.5,7.17,66.95,6.26,3.027,1,NA
4/17/2021,12:00:00 PM,0,177,10.99,102.5,9.61,4.63,0.6,NA
4/17/2021,12:10:00 PM,0,613.8,65.46,95.16,71.265,47.619,1,NA
4/17/2021,12:20:00 PM,0,132.6,83.57,387.73,104.295,60.897,0.4,NA
4/17/2021,12:30:00 PM,0,373.2,41.55,92.4,53.2,39.54,0.8,NA
4/17/2021,12:40:00 PM,0,185.6,146.08,215.3,248.47,148.58,0.5,NA
4/17/2021,12:50:00 PM,0,66,385.57,446,860,410,0,NA
4/17/2021,1:00:00 PM,0,61.9,332.73,406,678,353,0,NA
4/17/2021,1:10:00 PM,0,224.7,193.49,249.9,399.2,199.2,0.4,NA
4/17/2021,1:20:00 PM,0,77,289.38,380,517,237.5,0.2,NA
4/17/2021,1:30:00 PM,0,33.1,166.23,225,288,163.6,0,NA
4/17/2021,1:40:00 PM,0,47.2,265.62,290,656,281,0,NA
4/17/2021,1:50:00 PM,0,43.6,328.46,375.9,786,343.8,0,NA
4/17/2021,2:00:00 PM,0,48.9,164.22,238.88,279.69,165.42,0,NA
4/17/2021,2:10:00 PM,0,184.1,123.73,151.8,262.3,132.1,0.4,NA
4/17/2021,2:20:00 PM,0,93.4,112.43,164.1,227.1,116.1,0.2,NA
4/17/2021,2:30:00 PM,0,74.2,43.54,84.2,60.5,42.3,0.1,NA
4/17/2021,2:40:00 PM,0,1.4,60.66,116,99.9,65.4,0,NA
4/17/2021,2:50:00 PM,0,30.7,56.72,97.3,86.2,55.6,0,NA
4/17/2021,3:00:00 PM,0,110.2,111.56,131.7,237.7,120.1,0.4,NA
4/17/2021,3:10:00 PM,0,213.6,53.44,104.8,71.6,49.8,0.6,NA
4/17/2021,3:20:00 PM,0,634.2,55.31,111.5,73.7,52.5,1,NA
4/17/2021,3:30:00 PM,0,409.1,679.63,1407.1,1020.9,637.5,0.9,NA
4/17/2021,3:40:00 PM,0,371.3,419.03,824.5,594.2,400,1,NA
4/17/2021,3:50:00 PM,0,225.6,34.81,68.4,43.3,31.5,0.8,NA
4/17/2021,4:00:00 PM,0,332.1,190.41,326,229.6,168.4,0.7,NA
4/17/2021,4:10:00 PM,0,419.3,205.24,381.7,228,167.7,0.9,NA
4/17/2021,4:20:00 PM,0,355.7,1591.39,4217.7,2273.2,1412.5,0.6,NA
4/17/2021,4:30:00 PM,0,356.4,1243.51,2388.8,1813.3,1191.3,0.7,NA
4/17/2021,4:40:00 PM,0,440.7,125.15,218,166.6,110.7,1,NA
4/17/2021,4:50:00 PM,0,115.6,363.19,484,690,288.9,0.3,NA
4/17/2021,5:00:00 PM,0,458.2,799.94,2329,1135,648,0.9,NA
4/17/2021,5:10:00 PM,0,193,868.72,970,1770,751,0.6,NA
4/17/2021,5:20:00 PM,0,214,1043.66,1199,2040,897,0.8,NA
4/17/2021,5:30:00 PM,0,247,1370.66,1637,3290,1366,0.6,NA
4/17/2021,5:40:00 PM,0,556.1,727.62,950.12,1314.8,761.26,0.9,NA
4/17/2021,5:50:00 PM,0,245.6,0,3,4.2,2,0.6,NA
4/17/2021,6:00:00 PM,0,235.7,0,0,0,0,0.6,NA
4/17/2021,6:10:00 PM,0,439.9,0,0,0,0,1,NA
4/17/2021,6:20:00 PM,0,412.3,0,0,0,0,1,NA
4/17/2021,6:30:00 PM,0,487.3,0,1.2,2.4,1.9,1,NA
4/17/2021,6:40:00 PM,0,419.2,0,0,0,0,1,NA
4/17/2021,6:50:00 PM,0,381.1,0,1.1,0,1.9,1,NA
4/17/2021,7:00:00 PM,0,491.4,0,13.3,13.2,10.6,1,NA
4/17/2021,7:10:00 PM,0,485.7,0,5.39,8,4,1,NA
4/17/2021,7:20:00 PM,0,469.7,0,63.2,78.2,48.3,1,NA
4/17/2021,7:30:00 PM,0,479.6,0,53,51,38,1,NA
4/17/2021,7:40:00 PM,0,483.2,0,0,0,0,1,NA
4/17/2021,7:50:00 PM,0,338.5,0,0,0,0,1,NA
4/17/2021,8:00:00 PM,0,294,0,1.911,0,40,0.5,NA
4/17/2021,8:10:00 PM,0,69.9,0,0,0,0,0.1,NA
4/17/2021,8:20:00 PM,0,521.5,0,0,0,0,1,NA
4/17/2021,8:30:00 PM,0,658.4,0,0,0,0,1,NA
4/17/2021,8:40:00 PM,0,369.1,0,60,216,51,1,NA
4/17/2021,8:50:00 PM,0,468.4,0,0.24,0.16,0,1,NA
4/17/2021,9:00:00 PM,0,632.8,0,43.9,77.1,37.4,1,NA
4/17/2021,9:10:00 PM,0,494.6,0,172.5,431.7,130.8,1,NA
4/17/2021,9:20:00 PM,0,495.9,0,233.6,338.7,176.2,1,NA
4/17/2021,9:30:00 PM,0,667.7,0,172.2,360.4,143.2,1,NA
4/17/2021,9:40:00 PM,0,510.1,0,101.3,136,83.2,1,NA
4/17/2021,9:50:00 PM,0,406.8,0,49.6,143,40.9,0.9,NA
4/17/2021,10:00:00 PM,0,284,0,0,0,0,0.7,NA
4/17/2021,10:10:00 PM,0,192,0,0,0,0,0.7,NA
4/17/2021,10:20:00 PM,0,288.2,0,0.081,0,0,0.8,NA
4/17/2021,10:30:00 PM,0,119.3,0,0,0,0,0.2,NA
4/17/2021,10:40:00 PM,0,273.1,2.59,2.241,2.982,1.44,0.9,NA
4/17/2021,10:50:00 PM,0,215.9,0,0,0,0,0.5,NA
4/17/2021,11:00:00 PM,0,52.9,0,0,0,0,0,NA
4/17/2021,11:10:00 PM,0,53.1,3.94,1.232,1.358,1.0093,0,NA
4/17/2021,11:20:00 PM,0,108.8,0.85,2.161,6.091,1.797,0.3,NA
4/17/2021,11:30:00 PM,0,361.7,0,0.22,0,0.34,0.8,NA
4/17/2021,11:40:00 PM,0,62.8,0,0.79,0,1,0.1,NA
4/17/2021,11:50:00 PM,0,9.4,0,0,0,0,0,NA
4/17/2021,12:00:00 AM,0,16.3,0,0,0,0,0,NA
4/18/2021,12:10:00 AM,0,21.6,0,0,0,0,0,NA
4/18/2021,12:20:00 AM,0,21.8,0,0,0,0,0,NA
4/18/2021,12:30:00 AM,0,44.7,0,0,0,0,0.1,NA
4/18/2021,12:40:00 AM,0,0,0,0,0,0,0,NA
4/18/2021,12:50:00 AM,0,0,0,0,0,0,0,NA
4/18/2021,1:00:00 AM,0,0,0,0,0,0,0,NA
4/18/2021,1:10:00 AM,0,0,0,0,0,0,0,NA
4/18/2021,1:20:00 AM,0,1.7,0,0,0,0,0,NA
4/18/2021,1:30:00 AM,0,0.2,0,0,0,0,0,NA
4/18/2021,1:40:00 AM,0,0,0,0,0,0,0,NA
4/18/2021,1:50:00 AM,0,29.1,0,0,0,0,0,NA
4/18/2021,2:00:00 AM,0,0,0,0,0,0,0,NA
4/18/2021,2:10:00 AM,0,0,0,0,0,0,0,NA
4/18/2021,2:20:00 AM,0,0,0,0,0,0,0,NA
4/18/2021,2:30:00 AM,0,0,0,0,0,0,0,NA
4/18/2021,2:40:00 AM,0,8.4,0,0,0,0,0,NA
4/18/2021,2:50:00 AM,0,0,0,0,0,0,0,NA
4/18/2021,3:00:00 AM,0,17.6,0,0,0,0,0,NA
4/18/2021,3:10:00 AM,0,10.1,0,0,0,0,0,NA
4/18/2021,3:20:00 AM,0,3.5,0,0,0,0,0,NA
4/18/2021,3:30:00 AM,0,0,0,0,0,0,0,NA
4/18/2021,3:40:00 AM,0,2.7,0,0,0,0,0,NA
4/18/2021,3:50:00 AM,0,0,0,0,0,0,0,NA
4/18/2021,4:00:00 AM,0,16.9,0,0,0,0,0,NA
4/18/2021,4:10:00 AM,0,24.3,0,0,0,0,0.1,NA
