Date,Time,Off.Wrist.Status,Activity,White.Light,Red.Light,Green.Light,Blue.Light,Sleep.Wake,Interval.Status
4/18/2021,4:20:00 AM,0,0,0,0,0,0,0,NA
4/18/2021,4:30:00 AM,0,16.1,0,0,0,0,0,NA
4/18/2021,4:40:00 AM,0,8.8,0,0,0,0,0,NA
4/18/2021,4:50:00 AM,0,27.9,0,0,0,0,0.1,NA
4/18/2021,5:00:00 AM,0,6.6,0,0,0,0,0,NA
4/18/2021,5:10:00 AM,0,2.4,0,0,0,0,0,NA
4/18/2021,5:20:00 AM,0,2.7,0,0,0,0,0,NA
4/18/2021,5:30:00 AM,0,0.2,0,0,0,0,0,NA
4/18/2021,5:40:00 AM,0,0,0,0,0,0,0,NA
4/18/2021,5:50:00 AM,0,17.6,0,0,0,0,0,NA
4/18/2021,6:00:00 AM,0,0,0,0,0,0,0,NA
4/18/2021,6:10:00 AM,0,0,0,0,0,0,0,NA
4/18/2021,6:20:00 AM,0,0,0,0,0,0,0,NA
4/18/2021,6:30:00 AM,0,3.2,0,0,0,0,0,NA
4/18/2021,6:40:00 AM,0,7.9,0,0,0,0,0,NA
4/18/2021,6:50:00 AM,0,1.6,0,0,0,0,0,NA
4/18/2021,7:00:00 AM,0,5.8,0,0,0,0,0,NA
4/18/2021,7:10:00 AM,0,12.9,0,0,0,0,0,NA
4/18/2021,7:20:00 AM,0,0,0,0,0,0,0,NA
4/18/2021,7:30:00 AM,0,13.7,0,0,0,0,0,NA
4/18/2021,7:40:00 AM,0,0.2,0,0,0,0,0,NA
4/18/2021,7:50:00 AM,0,8.2,0,0,0,0,0,NA
4/18/2021,8:00:00 AM,0,77.7,0,0,0,0,0.2,NA
4/18/2021,8:10:00 AM,0,34.2,0,0,0,0,0.1,NA
4/18/2021,8:20:00 AM,0,21.2,0,0,0,0,0,NA
4/18/2021,8:30:00 AM,0,28.2,0,0,0,0,0,NA
4/18/2021,8:40:00 AM,0,29.2,0,0,0,0,0,NA
4/18/2021,8:50:00 AM,0,77.5,0.21,0.424,1.105,0.1466,0.1,NA
4/18/2021,9:00:00 AM,0,29.2,0.1,0.12,0.164,0.098,0,NA
4/18/2021,9:10:00 AM,0,37.5,0,0,0,0,0.1,NA
4/18/2021,9:20:00 AM,0,108.3,3.23,3.23,5.424,2.077,0.2,NA
4/18/2021,9:30:00 AM,0,38.4,3.24,1.44,2.044,1.364,0,NA
4/18/2021,9:40:00 AM,0,26.3,2.58,1.63,2,1.83,0,NA
4/18/2021,9:50:00 AM,0,39.1,0.63,0.611,4.089,0.446,0,NA
4/18/2021,10:00:00 AM,0,104,0.94,1.041,1.192,0.749,0.3,NA
4/18/2021,10:10:00 AM,0,332.9,66.75,71.085,46.67,35.3,1,NA
4/18/2021,10:20:00 AM,0,147.3,13.57,37.7,17.08,12.48,0.3,NA
4/18/2021,10:30:00 AM,0,189.4,5.44,18.05,6.895,5.26,0.5,NA
4/18/2021,10:40:00 AM,0,126.3,9.47,23.2,12.07,9.69,0.3,NA
4/18/2021,10:50:00 AM,0,113.6,4.72,17.101,5.923,4.6561,0.1,NA
4/18/2021,11:00:00 AM,0,54.8,2.82,9.61,3.322,2.165,0.2,NA
4/18/2021,11:10:00 AM,0,134.8,172.2,238,231.5,151.7,0.2,NA
4/18/2021,11:20:00 AM,0,76.3,107.38,160.9,138.8,95.9,0.1,NA
4/18/2021,11:30:00 AM,0,377.9,708.23,1401.6,1027.59,701.32,0.6,NA
4/18/2021,11:40:00 AM,0,211.9,387.61,165.7,125.5,80.4,0.5,NA
4/18/2021,11:50:00 AM,0,160.4,94.51,120.9,258.1,87.9,0.5,NA
4/18/2021,12:00:00 PM,0,171.7,83.36,106.3,157.2,84.3,0.5,NA
4/18/2021,12:10:00 PM,0,112.4,62.78,75.48,151.14,64.53,0.1,NA
4/18/2021,12:20:00 PM,0,230.4,32,53.81,53.08,33.139,0.7,NA
4/18/2021,12:30:00 PM,0,239.2,25.86,55.2,40.2,27.1,0.7,NA
4/18/2021,12:40:00 PM,0,137.5,22.43,36.54,37.15,20.722,0.4,NA
4/18/2021,12:50:00 PM,0,20,5.52,16.68,7.84,4.709,0,NA
4/18/2021,1:00:00 PM,0,81.4,7.82,19.03,12.301,7.652,0.2,NA
4/18/2021,1:10:00 PM,0,618,559.52,1244.1,798.13,585.24,1,NA
4/18/2021,1:20:00 PM,0,371.8,3998.21,8170,5730,4120,1,NA
4/18/2021,1:30:00 PM,0,396.9,2698.74,8025,3512,2507.9,0.9,NA
4/18/2021,1:40:00 PM,0,100,3148.7,7940,4083,3126,0.1,NA
4/18/2021,1:50:00 PM,0,211.5,2014.36,7370,2500,1754,0.5,NA
4/18/2021,2:00:00 PM,0,281.2,673.76,1690.3,950.5,722.92,0.9,NA
4/18/2021,2:10:00 PM,0,295.1,318.64,681.86,421.64,299.6,0.7,NA
4/18/2021,2:20:00 PM,0,544.4,3165.43,6980,4960,3310,1,NA
4/18/2021,2:30:00 PM,0,329.3,4861.26,25653.6,7081.3,3097.4,0.8,NA
4/18/2021,2:40:00 PM,0,204.2,583.6,1137.8,765.92,540.25,0.5,NA
4/18/2021,2:50:00 PM,0,160.2,17.3,66.5,19.26,15.755,0.4,NA
4/18/2021,3:00:00 PM,0,27.1,8.99,38.64,10.34,8.5573,0,NA
4/18/2021,3:10:00 PM,0,91.8,16.46,62.26,17.637,14.532,0.2,NA
4/18/2021,3:20:00 PM,0,69.6,0.94,5.861,1.004,0.6862,0,NA
4/18/2021,3:30:00 PM,0,40.2,4.26,19.501,4.873,3.8745,0,NA
4/18/2021,3:40:00 PM,0,68.9,8.76,39.42,10.13,8.454,0.1,NA
4/18/2021,3:50:00 PM,0,98.2,6.04,24.88,7.09,5.22,0.2,NA
4/18/2021,4:00:00 PM,0,261.5,93.05,114.56,171.44,99.27,0.8,NA
4/18/2021,4:10:00 PM,0,327.5,109.61,132.2,210.7,118.9,0.5,NA
4/18/2021,4:20:00 PM,0,616.2,16.23,30.95,24.626,16.34,1,NA
4/18/2021,4:30:00 PM,0,150.2,1.55,1.42,1.926,0.955,0.2,NA
4/18/2021,4:40:00 PM,0,334.7,492.77,632.35,1014.424,472.14,0.8,NA
4/18/2021,4:50:00 PM,0,182.6,1216.69,1767,2205,1162,0.5,NA
4/18/2021,5:00:00 PM,0,203.4,852.86,1901,1848,786,0.7,NA
4/18/2021,5:10:00 PM,0,204.9,1164.84,1561,2193,1163,0.6,NA
4/18/2021,5:20:00 PM,0,362.9,843.22,1091.7,1261.5,854.9,0.8,NA
4/18/2021,5:30:00 PM,0,240.2,0,24.45,43.2,106.7,0.8,NA
4/18/2021,5:40:00 PM,0,240.6,0,18.18,140,94.5,0.8,NA
4/18/2021,5:50:00 PM,0,235.2,0,23.5,315,65.2,0.8,NA
4/18/2021,6:00:00 PM,0,412.7,0,28.7,317.7,64.6,1,NA
4/18/2021,6:10:00 PM,0,394.6,0,28,78,139,1,NA
4/18/2021,6:20:00 PM,0,192.3,0,14.84,76.2,17.1,0.5,NA
4/18/2021,6:30:00 PM,0,413.7,0,52.42,67.8,40.5,1,NA
4/18/2021,6:40:00 PM,0,314.7,0,22.01,33,47.1,1,NA
4/18/2021,6:50:00 PM,0,390.3,0,31.7,27,101.5,1,NA
4/18/2021,7:00:00 PM,0,446.6,0,27.1,94,82.9,1,NA
4/18/2021,7:10:00 PM,0,453.7,0,19.7,29,68.4,1,NA
4/18/2021,7:20:00 PM,0,456.3,0,29,160.4,91,1,NA
4/18/2021,7:30:00 PM,0,428.4,0,15.43,25.77,32.44,0.9,NA
4/18/2021,7:40:00 PM,0,41.8,0,2.591,2.662,1.44,0,NA
4/18/2021,7:50:00 PM,0,309.3,0,12.92,27.514,14.9,0.8,NA
4/18/2021,8:00:00 PM,0,407,0,60.3,107,162.3,1,NA
4/18/2021,8:10:00 PM,0,324.4,0,44.5,320,62.2,0.9,NA
4/18/2021,8:20:00 PM,0,342.6,0,25.4,0,43.9,1,NA
4/18/2021,8:30:00 PM,0,304.8,0,37.8,100,75.9,1,NA
4/18/2021,8:40:00 PM,0,459.5,0,370.7,572,302.7,1,NA
4/18/2021,8:50:00 PM,0,420.9,0,489,919,368,1,NA
4/18/2021,9:00:00 PM,0,416.1,0,147.3,320,124.3,1,NA
4/18/2021,9:10:00 PM,0,392.5,0,262.4,578,229.7,1,NA
4/18/2021,9:20:00 PM,0,458.5,0,125,173,120,1,NA
4/18/2021,9:30:00 PM,0,439.1,0,220.8,544.6,181.3,1,NA
4/18/2021,9:40:00 PM,0,531.1,0,247.7,767,191.7,1,NA
4/18/2021,9:50:00 PM,0,538.2,0,121.9,287,108.7,1,NA
4/18/2021,10:00:00 PM,0,471.6,3.92,12.085,18.21,51.24,1,NA
4/18/2021,10:10:00 PM,0,143.4,0,0.212,0.082,0,0.6,NA
4/18/2021,10:20:00 PM,0,501.9,4.91,8.591,2.27,1.556,1,NA
4/18/2021,10:30:00 PM,0,306.3,28.15,28.2,24.15,22.61,0.9,NA
4/18/2021,10:40:00 PM,0,213.4,1.46,8.46,1.74,0.768,0.4,NA
4/18/2021,10:50:00 PM,0,15.4,0,0,0,0,0,NA
4/18/2021,11:00:00 PM,0,38.1,0,0,0,0,0,NA
4/18/2021,11:10:00 PM,0,18.8,0,0,0,0,0,NA
4/18/2021,11:20:00 PM,0,27,0,0,0,0,0.1,NA
4/18/2021,11:30:00 PM,0,0,0,0,0,0,0,NA
4/18/2021,11:40:00 PM,0,0,0,0,0,0,0,NA
4/18/2021,11:50:00 PM,0,0,0,0,0,0,0,NA
4/18/2021,12:00:00 AM,0,0,0,0,0,0,0,NA
4/19/2021,12:10:00 AM,0,0,0,0,0,0,0,NA
4/19/2021,12:20:00 AM,0,18.3,0,0,0,0,0,NA
4/19/2021,12:30:00 AM,0,0.2,0,0,0,0,0,NA
4/19/2021,12:40:00 AM,0,0,0,0,0,0,0,NA
4/19/2021,12:50:00 AM,0,0,0,0,0,0,0,NA
4/19/2021,1:00:00 AM,0,6.2,0,0,0,0,0,NA
4/19/2021,1:10:00 AM,0,3.6,0,0,0,0,0,NA
4/19/2021,1:20:00 AM,0,0.5,0,0,0,0,0,NA
4/19/2021,1:30:00 AM,0,0,0,0,0,0,0,NA
4/19/2021,1:40:00 AM,0,0,0,0,0,0,0,NA
4/19/2021,1:50:00 AM,0,5,0,0,0,0,0,NA
4/19/2021,2:00:00 AM,0,19.4,0,0,0,0,0,NA
4/19/2021,2:10:00 AM,0,0,0,0,0,0,0,NA
4/19/2021,2:20:00 AM,0,0,0,0,0,0,0,NA
4/19/2021,2:30:00 AM,0,0,0,0,0,0,0,NA
4/19/2021,2:40:00 AM,0,0,0,0,0,0,0,NA
4/19/2021,2:50:00 AM,0,25.2,0,0,0,0,0,NA
4/19/2021,3:00:00 AM,0,0,0,0,0,0,0,NA
4/19/2021,3:10:00 AM,0,1.4,0,0,0,0,0,NA
4/19/2021,3:20:00 AM,0,35.7,0,0,0,0,0,NA
4/19/2021,3:30:00 AM,0,11,0,0,0,0,0,NA
4/19/2021,3:40:00 AM,0,1.8,0,0,0,0,0,NA
4/19/2021,3:50:00 AM,0,10.5,0,0,0,0,0,NA
4/19/2021,4:00:00 AM,0,0,0,0,0,0,0,NA
4/19/2021,4:10:00 AM,0,0,0,0,0,0,0,NA
4/19/2021,4:20:00 AM,0,12.5,0,0,0,0,0,NA
4/19/2021,4:30:00 AM,0,10.1,0,0,0,0,0,NA
4/19/2021,4:40:00 AM,0,0,0,0,0,0,0,NA
4/19/2021,4:50:00 AM,0,0,0,0,0,0,0,NA
4/19/2021,5:00:00 AM,0,0,0,0,0,0,0,NA
4/19/2021,5:10:00 AM,0,0,0,0,0,0,0,NA
4/19/2021,5:20:00 AM,0,0,0,0,0,0,0,NA
4/19/2021,5:30:00 AM,0,29.8,0,0,0,0,0.1,NA
4/19/2021,5:40:00 AM,0,13.4,0,0,0,0,0,NA
4/19/2021,5:50:00 AM,0,0.8,0,0,0,0,0,NA
4/19/2021,6:00:00 AM,0,7.1,0,0,0,0,0,NA
4/19/2021,6:10:00 AM,0,3,0,0,0,0,0,NA
4/19/2021,6:20:00 AM,0,29.3,0,0.081,0,0,0.1,NA
4/19/2021,6:30:00 AM,0,0.2,6.08,8.84,9.07,5.81,0,NA
4/19/2021,6:40:00 AM,0,0,8.35,11.8,12.8,8.09,0,NA
4/19/2021,6:50:00 AM,0,0,11.05,14.8,16.7,10.59,0,NA
4/19/2021,7:00:00 AM,0,8,2.39,3.2,3.6,2.3,0,NA
4/19/2021,7:10:00 AM,0,38.6,5.41,5.661,6.05,3.55,0,NA
4/19/2021,7:20:00 AM,0,2.2,1.51,2.88,2.22,1.4,0,NA
4/19/2021,7:30:00 AM,0,10.9,1.47,2.701,2.219,1.33,0,NA
4/19/2021,7:40:00 AM,0,1.9,0,0,0,0,0,NA
4/19/2021,7:50:00 AM,0,0,0,0,0,0,0,NA
4/19/2021,8:00:00 AM,0,36.7,28.5,45.69,34.222,22.4166,0,NA
4/19/2021,8:10:00 AM,0,0,104,178,104,76.2,0,NA
4/19/2021,8:20:00 AM,0,21.4,93.83,177,107,74,0,NA
4/19/2021,8:30:00 AM,0,8.1,53.5,106.2,63.5,39.3,0,NA
4/19/2021,8:40:00 AM,0,39.7,21.63,34.8,21.97,15.96,0,NA
4/19/2021,8:50:00 AM,0,7.6,2.25,4.2,2.33,1.62,0,NA
4/19/2021,9:00:00 AM,0,25.1,26.92,44.9,28.6,20.4,0,NA
4/19/2021,9:10:00 AM,0,15.6,320.6,548,414,272,0,NA
4/19/2021,9:20:00 AM,0,75.1,11447.24,28331.7,15454.1,11913.58,0,NA
4/19/2021,9:30:00 AM,0,170.1,843.69,1687,1182,696,0.4,NA
4/19/2021,9:40:00 AM,0,232.6,562.61,989.231,727.4,469.51,0.6,NA
4/19/2021,9:50:00 AM,0,200.4,52.83,79.63,63.47,42.25,0.7,NA
4/19/2021,10:00:00 AM,0,79.2,115.43,157.4,167.8,88.9,0.1,NA
4/19/2021,10:10:00 AM,0,72.5,95.79,199.5,104.9,89,0.1,NA
4/19/2021,10:20:00 AM,0,99.2,18.3,50.25,21.46,18.12,0.2,NA
4/19/2021,10:30:00 AM,0,693.7,115.13,166.9,129.7,86.7,1,NA
4/19/2021,10:40:00 AM,0,706.8,74.59,156.7,97.21,69.5,0.9,NA
4/19/2021,10:50:00 AM,0,118.3,83.92,155.7,97.99,68.444,0,NA
4/19/2021,11:00:00 AM,0,67.2,100.54,179.1,135.57,88.071,0,NA
4/19/2021,11:10:00 AM,0,74.5,389.04,830.5,505.32,373.88,0,NA
4/19/2021,11:20:00 AM,0,209,130.98,225.9,220,124.56,0.5,NA
4/19/2021,11:30:00 AM,0,151.2,14.58,30.54,19.914,13.332,0.4,NA
4/19/2021,11:40:00 AM,0,155.5,34.65,72.4,43.55,29.32,0.5,NA
4/19/2021,11:50:00 AM,0,239.1,130.58,208.3,185.87,117.695,0.5,NA
4/19/2021,12:00:00 PM,0,152.5,111.47,171.7,178.53,103.324,0.2,NA
4/19/2021,12:10:00 PM,0,123.4,141.84,252.2,212.8,144.4,0.2,NA
4/19/2021,12:20:00 PM,0,84.6,68.85,120.3,107.38,70.77,0.1,NA
4/19/2021,12:30:00 PM,0,422.4,53.74,103.61,80.824,56.773,0.9,NA
4/19/2021,12:40:00 PM,0,595.9,5.64,18.6,6.961,4.815,1,NA
4/19/2021,12:50:00 PM,0,501.7,2.15,17.55,2.127,0.914,1,NA
4/19/2021,1:00:00 PM,0,281.3,57.49,388.7,62.7,25.5,0.9,NA
4/19/2021,1:10:00 PM,0,256.7,19.56,148.3,21.99,8.23,1,NA
4/19/2021,1:20:00 PM,0,273.3,23.69,113.375,28.676,10.3048,0.8,NA
4/19/2021,1:30:00 PM,0,74.8,0.08,0.324,0.122,0.0372,0.1,NA
4/19/2021,1:40:00 PM,0,356.7,5.07,28.312,6.488,2.7606,0.8,NA
4/19/2021,1:50:00 PM,0,192.2,0,0.671,0.246,0,0.5,NA
4/19/2021,2:00:00 PM,0,193.6,57.48,3.011,6.712,3.389,0.5,NA
4/19/2021,2:10:00 PM,0,442.2,0,0.314,0.029,0,1,NA
4/19/2021,2:20:00 PM,0,387.9,1.28,2.101,2.1,0.89,1,NA
4/19/2021,2:30:00 PM,0,412.2,2.94,1.164,0.93,0.37,1,NA
4/19/2021,2:40:00 PM,0,418.3,0,0.553,1.86,0,1,NA
4/19/2021,2:50:00 PM,0,416.7,5.39,2.681,4.463,1.248,1,NA
4/19/2021,3:00:00 PM,0,351.4,1.96,1.583,1.32,0.75,1,NA
4/19/2021,3:10:00 PM,0,376.9,0.73,1.973,2.222,1.36,1,NA
4/19/2021,3:20:00 PM,0,403.7,1.28,3.931,3.722,2.79,0.9,NA
4/19/2021,3:30:00 PM,0,273.8,0,0.642,1.205,0,0.9,NA
4/19/2021,3:40:00 PM,0,490,0,0.081,0,0,1,NA
4/19/2021,3:50:00 PM,0,474.3,0,0.293,0.082,0,1,NA
4/19/2021,4:00:00 PM,0,459,0,0.18,0.246,0,1,NA
4/19/2021,4:10:00 PM,0,466.5,0,0,0,0,1,NA
4/19/2021,4:20:00 PM,0,697.1,0,0.081,0.029,0,1,NA
4/19/2021,4:30:00 PM,0,622.2,0,0.141,0.082,0,1,NA
4/19/2021,4:40:00 PM,0,593.3,0,0.432,0,0,1,NA
4/19/2021,4:50:00 PM,0,51.2,0.24,0.372,1.889,0.158,0,NA
4/19/2021,5:00:00 PM,0,278.7,0,0.231,0.93,0,0.4,NA
4/19/2021,5:10:00 PM,0,445.5,0.24,0.391,1.86,0.158,1,NA
4/19/2021,5:20:00 PM,0,552.4,0,0.303,0.14,0,1,NA
4/19/2021,5:30:00 PM,0,414.4,1.08,4.381,10.494,1.869,1,NA
4/19/2021,5:40:00 PM,0,345.8,0,1.792,1.863,20.54,0.9,NA
4/19/2021,5:50:00 PM,0,381.4,0,1.155,0.894,0.31,1,NA
4/19/2021,6:00:00 PM,0,612.7,0,0.162,0.058,0,1,NA
4/19/2021,6:10:00 PM,0,643.1,0,0.16,0.93,0,1,NA
4/19/2021,6:20:00 PM,0,570.3,0.12,0.751,1.66,0.389,1,NA
4/19/2021,6:30:00 PM,0,398.7,3.51,10.961,3.78,1.2633,0.9,NA
4/19/2021,6:40:00 PM,0,153.5,5.39,26.69,7.484,2.339,0.3,NA
4/19/2021,6:50:00 PM,0,187.9,27.22,95.62,43.16,21.558,0.5,NA
4/19/2021,7:00:00 PM,0,407.4,0.61,4.64,0.698,0.2641,1,NA
4/19/2021,7:10:00 PM,0,414.8,0.72,5.091,0.836,0.3543,0.7,NA
4/19/2021,7:20:00 PM,0,207.1,1.95,15.261,2.102,0.8713,0.7,NA
4/19/2021,7:30:00 PM,0,278.4,0.96,8.114,1.002,0.4124,0.7,NA
4/19/2021,7:40:00 PM,0,90.9,0.4,3.76,0.336,0.1713,0.2,NA
4/19/2021,7:50:00 PM,0,156.9,0.53,4.82,0.47,0.223,0.2,NA
4/19/2021,8:00:00 PM,0,91.8,0.58,5.28,0.505,0.2433,0.2,NA
4/19/2021,8:10:00 PM,0,43.4,0.55,5.12,0.474,0.232,0,NA
4/19/2021,8:20:00 PM,0,113.3,0.48,4.52,0.419,0.204,0.2,NA
4/19/2021,8:30:00 PM,0,156.9,0.46,4.48,0.414,0.203,0.4,NA
4/19/2021,8:40:00 PM,0,93.3,0.09,0.716,0.083,0.0371,0.2,NA
4/19/2021,8:50:00 PM,0,197.3,0.08,0.667,0.123,0.034,0.3,NA
4/19/2021,9:00:00 PM,0,159.3,0.06,0.436,0.065,0.0217,0.5,NA
4/19/2021,9:10:00 PM,0,200,0.56,5.11,0.492,0.238,0.5,NA
4/19/2021,9:20:00 PM,0,128.7,0.54,5.21,0.485,0.237,0.2,NA
4/19/2021,9:30:00 PM,0,45.6,0.4,3.69,0.337,0.1704,0,NA
4/19/2021,9:40:00 PM,0,211.2,0.07,0.63,0.071,0.0324,0.6,NA
4/19/2021,9:50:00 PM,0,423.5,1.6,9.462,1.847,0.8585,0.7,NA
4/19/2021,10:00:00 PM,0,149.6,3.29,18.07,3.816,2.038,0.4,NA
4/19/2021,10:10:00 PM,0,209.2,4.38,24.1,5.06,2.88,0.8,NA
4/19/2021,10:20:00 PM,0,77.6,6.99,35.9,8.04,6.14,0,NA
4/19/2021,10:30:00 PM,0,126.3,5.6,29.3,6.57,4.85,0.2,NA
4/19/2021,10:40:00 PM,0,205.7,2.25,12.02,2.697,1.514,0.5,NA
4/19/2021,10:50:00 PM,0,113.5,0,0.241,1.942,0,0,NA
4/19/2021,11:00:00 PM,0,77.5,0,0,0,0,0,NA
4/19/2021,11:10:00 PM,0,48.1,0,0,0,0,0.1,NA
4/19/2021,11:20:00 PM,0,58.1,0,0,0,0,0.1,NA
4/19/2021,11:30:00 PM,0,0.8,0,0,0,0,0,NA
4/19/2021,11:40:00 PM,0,1.1,0,0,0,0,0,NA
4/19/2021,11:50:00 PM,0,0,0,0,0,0,0,NA
4/19/2021,12:00:00 AM,0,0.6,0,0,0,0,0,NA
4/20/2021,12:10:00 AM,0,0.6,0,0,0,0,0,NA
4/20/2021,12:20:00 AM,0,18.3,0,0,0,0,0,NA
4/20/2021,12:30:00 AM,0,0,0,0,0,0,0,NA
4/20/2021,12:40:00 AM,0,1.2,0,0,0,0,0,NA
4/20/2021,12:50:00 AM,0,0.3,0,0,0,0,0,NA
4/20/2021,1:00:00 AM,0,9.4,0,0,0,0,0,NA
4/20/2021,1:10:00 AM,0,0,0,0,0,0,0,NA
4/20/2021,1:20:00 AM,0,4.6,0,0,0,0,0,NA
4/20/2021,1:30:00 AM,0,0,0,0,0,0,0,NA
4/20/2021,1:40:00 AM,0,0,0,0,0,0,0,NA
4/20/2021,1:50:00 AM,0,0.2,0,0,0,0,0,NA
4/20/2021,2:00:00 AM,0,0,0,0,0,0,0,NA
4/20/2021,2:10:00 AM,0,7.3,0,0,0,0,0,NA
4/20/2021,2:20:00 AM,0,0,0,0,0,0,0,NA
4/20/2021,2:30:00 AM,0,7.8,0,0,0,0,0,NA
4/20/2021,2:40:00 AM,0,4,0,0,0,0,0,NA
4/20/2021,2:50:00 AM,0,8.8,0,0,0,0,0,NA
4/20/2021,3:00:00 AM,0,0,0,0,0,0,0,NA
4/20/2021,3:10:00 AM,0,0,0,0,0,0,0,NA
4/20/2021,3:20:00 AM,0,0,0,0,0,0,0,NA
4/20/2021,3:30:00 AM,0,7.6,0,0,0,0,0,NA
4/20/2021,3:40:00 AM,0,0,0,0,0,0,0,NA
4/20/2021,3:50:00 AM,0,21.6,0,0,0,0,0,NA
4/20/2021,4:00:00 AM,0,0.4,0,0,0,0,0,NA
4/20/2021,4:10:00 AM,0,0,0,0,0,0,0,NA
4/20/2021,4:20:00 AM,0,0.2,0,0,0,0,0,NA
4/20/2021,4:30:00 AM,0,0.2,0,0,0,0,0,NA
4/20/2021,4:40:00 AM,0,0,0,0,0,0,0,NA
4/20/2021,4:50:00 AM,0,0,0,0,0,0,0,NA
4/20/2021,5:00:00 AM,0,0.7,0,0,0,0,0,NA
4/20/2021,5:10:00 AM,0,0,0,0,0,0,0,NA
4/20/2021,5:20:00 AM,0,12.5,0,0,0,0,0,NA
4/20/2021,5:30:00 AM,0,8.2,0,0,0,0,0,NA
4/20/2021,5:40:00 AM,0,0,0,0,0,0,0,NA
4/20/2021,5:50:00 AM,0,26.1,0.52,1.011,0.843,0.4003,0.1,NA
4/20/2021,6:00:00 AM,0,32.8,0.39,0.632,0.762,0.3151,0.1,NA
4/20/2021,6:10:00 AM,0,1,0.1,0.689,0.163,0.0465,0,NA
4/20/2021,6:20:00 AM,0,10.7,5.76,8.762,10.3,6.0956,0,NA
4/20/2021,6:30:00 AM,0,14.4,0,0.355,0.03,0,0,NA
4/20/2021,6:40:00 AM,0,54.4,1,0.282,0.012,0.1262,0.1,NA
4/20/2021,6:50:00 AM,0,35.3,0,0,0,0,0,NA
4/20/2021,7:00:00 AM,0,20.1,1.15,4.34,1.442,1.25,0,NA
4/20/2021,7:10:00 AM,0,24.2,0.59,2.38,0.729,0.5613,0,NA
4/20/2021,7:20:00 AM,0,3.4,0,0,0,0,0,NA
4/20/2021,7:30:00 AM,0,12.5,0,0,0,0,0,NA
4/20/2021,7:40:00 AM,0,0,0,0,0,0,0,NA
4/20/2021,7:50:00 AM,0,0,0,0,0,0,0,NA
4/20/2021,8:00:00 AM,0,0,0,0,0,0,0,NA
4/20/2021,8:10:00 AM,0,24.9,0.56,4.07,0.66,0.245,0,NA
4/20/2021,8:20:00 AM,0,78.2,13.62,30.89,17.011,12.476,0.1,NA
4/20/2021,8:30:00 AM,0,57,11.67,27.8,13.64,8.58,0.1,NA
4/20/2021,8:40:00 AM,0,50.7,505.5,885.2,586.6,445.9,0.1,NA
4/20/2021,8:50:00 AM,0,34.4,282.98,476.34,356.91,253.67,0,NA
4/20/2021,9:00:00 AM,0,2.9,53.71,107.7,65.1,46.1,0,NA
4/20/2021,9:10:00 AM,0,7,56.65,115.94,66.926,49.1473,0,NA
4/20/2021,9:20:00 AM,0,55.9,1145.49,8673.6,1153.458,503.825,0.1,NA
4/20/2021,9:30:00 AM,0,79,2115.26,13160.6,11217.7,4440.6,0.2,NA
4/20/2021,9:40:00 AM,0,332.8,336.16,544.1,498.3,295.7,0.9,NA
4/20/2021,9:50:00 AM,0,537.4,276.73,471.8,352.96,241.62,1,NA
